"","id","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","C6","country","uso_ia_frecuencia","studyArea","education","workArea","gender","age","optionsCount"
"488","yDN4R0varAGd5wreRet0",3,5,5,5,2,3,2,1,2,2,4,"Argentina","frecuente","ciencias-salud","doctorate","educacion","female",65,2
"489","YFfCzDXVBNLr3sZAuwXU",3,3,4,3,4,2,2,1,1,2,1,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","gobierno-sector-publico","female",45,3
"490","YfTSQKfYgKbFx91NHCUT",4,5,4,4,2,2,2,1,2,2,4,"Argentina","ocasional","ciencias-sociales-humanidades","masters","educacion","female",35,3
"491","YGR2wq8TOxhtPcWbo9W7",4,4,4,4,2,1,2,1,2,3,2,"Argentina","ocasional","ciencias-sociales-humanidades","bachelors","arte-cultura-diseno","male",49,2
"492","YKLpKQERDqjO6pr9SXPB",2,2,4,4,4,1,1,1,1,1,4,"Argentina","esporadicamente","ingenieria-tecnologia","high-school","otra-no-aplica","female",20,3
"493","yLzAwLnjRcDIp5U0w3ja",4,4,4,5,3,4,4,1,1,4,4,"España","frecuente","informatica-programacion","bachelors","tecnologia-informatica","female",37,2
"494","YNW5MwDisPhzzZskCVqR",3,4,4,3,5,2,2,2,2,3,4,"España","ocasional","ciencias-educacion","masters","educacion","female",30,3
"495","ynWtljLfAUAchxM2Gvvf",3,4,5,3,3,1,2,1,1,1,4,"Argentina","frecuente","ciencias-salud","masters","salud-servicios-sociales","female",35,3
"496","ynxA6bx2DW8NqGygOqwv",3,4,5,4,3,3,3,2,2,4,4,"Argentina","esporadicamente","ciencias-salud","bachelors","salud-servicios-sociales","female",41,3
"497","YrrQEWADQs57B4bNpQVG",4,4,4,4,3,3,4,2,2,3,4,"Otros","frecuente","ciencias-sociales-humanidades","doctorate","educacion","male",50,2
"498","YTc6CKGprI0SMrPFq4qv",4,3,3,3,2,1,2,1,3,1,1,"Argentina","esporadicamente","ciencias-sociales-humanidades","bachelors","otra-no-aplica","female",22,2
"499","yWoaXM10956vfhhb5Bgo",3,4,4,3,2,3,4,2,1,4,4,"Argentina","ocasional","ciencias-salud","masters","educacion","female",70,2
"500","yyocW1qq10M3wDzdbs1Z",4,4,4,4,3,3,3,2,3,3,4,"Argentina","nunca","otra-no-aplica","bachelors","educacion","female",52,3
"501","Z1i1NIQabiJjzE1ryWbN",3,3,4,2,4,2,3,1,1,2,2,"Perú","ocasional","ciencias-salud","doctorate","educacion","female",52,3
"502","Z22rSxdk43w2kvfDlK6l",3,4,4,4,3,2,2,2,4,2,4,"Argentina","frecuente","ciencias-salud","high-school","salud-servicios-sociales","female",52,3
"503","Z3lnm2U2OmXP7K4kCkR5",3,4,4,3,3,4,4,3,3,4,5,"España","frecuente","arte-diseno","masters","educacion","male",32,2
"504","Z5d39USnAUFoInaqfppF",3,4,4,4,1,1,1,1,1,1,1,"Argentina","ocasional","ciencias-educacion","bachelors","educacion","female",45,3
"505","ZaUZthLkqfNkrmCw1Sxi",1,4,5,2,3,1,2,1,1,1,4,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","comunicacion-marketing","female",45,2
"506","zcFmukpCl7m9b6u21fn8",5,5,5,5,3,5,5,3,2,5,5,"Argentina","frecuente","derecho-ciencias-juridicas","masters","educacion","female",68,3
"507","ZDSFcYzaqrFBm84yxPax",4,5,4,4,3,3,3,3,3,4,4,"Argentina","ocasional","informatica-programacion","bachelors","tecnologia-informatica","male",30,2
"508","ZE8OcrFqyhTcldxj2606",3,5,5,4,1,3,3,1,1,3,5,"Argentina","frecuente","derecho-ciencias-juridicas","high-school","otra-no-aplica","male",18,3
"509","ZH8aYDhLoZ9Aawsd1C28",5,5,5,4,3,4,4,4,5,4,5,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","educacion","male",33,2
"510","ZiIkfrNFO4DIRksV1T5T",4,4,4,4,3,2,2,1,2,2,4,"Argentina","ocasional","ciencias-sociales-humanidades","doctorate","gobierno-sector-publico","female",29,2
"511","ZikpB8AmCxP5jKgjrxw6",4,4,4,4,2,2,2,1,3,2,2,"Argentina","ocasional","ciencias-sociales-humanidades","other","educacion","male",63,3
"512","ZJ7eSdUikqL2p5Qp1UNT",4,4,5,4,3,2,2,1,2,4,4,"Argentina","frecuente","ciencias-sociales-humanidades","bachelors","administracion-finanzas","female",35,3
"513","ZJwkFaANA6o8AdxeMSWU",4,4,5,5,3,3,2,2,4,3,4,"Argentina","ocasional","ciencias-educacion","masters","educacion","female",43,2
"514","zlmVQpZ4DFJWQCAuuGKn",5,5,5,5,2,4,4,1,2,4,4,"Chile","frecuente","ciencias-educacion","doctorate","educacion","male",50,3
"515","ZmPCPMkmITBifNSAgUgn",3,3,4,3,3,2,2,1,1,1,3,"Argentina","ocasional","ciencias-sociales-humanidades","masters","educacion","female",43,3
"516","zOJrsS27ZIGRWp743kOH",2,2,4,2,5,1,3,1,1,1,1,"Argentina","nunca","ciencias-educacion","masters","educacion","male",45,2
"517","zOtl9Gj7Q1RzZGlXy32p",3,5,5,3,2,1,1,3,3,3,3,"Argentina","frecuente","arte-diseno","bachelors","gobierno-sector-publico","male",39,2
"518","zr0ldFVgue8sIKbxSuj5",3,4,4,3,4,1,4,1,1,2,2,"Argentina","esporadicamente","ciencias-salud","bachelors","educacion","female",57,2
"519","zR5f6DFdOPyRuu7eGEII",3,3,4,3,3,3,3,2,2,4,2,"Argentina","ocasional","ciencias-salud","bachelors","salud-servicios-sociales","female",55,3
"520","ZS3BZk0xKlV3wm0YkPol",4,4,4,5,4,4,4,4,4,4,4,"Argentina","frecuente","ciencias-salud","bachelors","educacion","male",64,3
"521","zSgHkxEczSIEhrCn1Lqr",3,4,4,4,3,3,4,2,3,1,4,"Argentina","ocasional","ciencias-salud","bachelors","educacion","female",47,2
"522","zTKJXD0qiGq2yBGyWbfo",3,2,3,3,4,1,1,1,1,1,3,"Argentina","nunca","ciencias-sociales-humanidades","bachelors","educacion","female",33,3
"523","ZyNOgdtsx5L3glYLEGxl",4,4,4,4,4,2,2,2,2,4,4,"Argentina","ocasional","ciencias-sociales-humanidades","other","gobierno-sector-publico","female",34,2
"524","ZyQoRhFXnhM7QOQThK0D",3,4,4,4,2,2,2,1,2,2,4,"Argentina","ocasional","ciencias-salud","bachelors","salud-servicios-sociales","male",61,2
"525","zzE1Ba1zVIKr3kg6Tjvz",4,2,5,4,4,3,4,3,1,1,2,"España","ocasional","ciencias-sociales-humanidades","bachelors","salud-servicios-sociales","female",24,3
